6.12000E-001	-6.11085E+001	-6.07281E+001	-6.07717E+001	-6.09089E+001	-6.07655E+001	-6.08341E+001	-6.08091E+001	-6.13144E+001	-6.12832E+001	-6.15015E+001	-6.08216E+001	-6.12520E+001	-6.07281E+001	-6.06719E+001	-6.09588E+001	-6.10275E+001	-6.07405E+001	-6.08341E+001
6.63000E-001	-6.10150E+001	-6.06782E+001	-6.07967E+001	-6.09152E+001	-6.07842E+001	-6.08590E+001	-6.08216E+001	-6.13518E+001	-6.12645E+001	-6.14516E+001	-6.08778E+001	-6.11896E+001	-6.07405E+001	-6.06969E+001	-6.09401E+001	-6.09963E+001	-6.08279E+001	-6.07904E+001
7.14000E-001	-6.10774E+001	-6.06782E+001	-6.07717E+001	-6.08840E+001	-6.07655E+001	-6.08216E+001	-6.08965E+001	-6.13206E+001	-6.12832E+001	-6.15265E+001	-6.08590E+001	-6.11896E+001	-6.07842E+001	-6.06657E+001	-6.09401E+001	-6.10150E+001	-6.07530E+001	-6.08590E+001
7.65000E-001	-6.11085E+001	-6.07405E+001	-6.06844E+001	-6.08778E+001	-6.07904E+001	-6.08029E+001	-6.09339E+001	-6.13081E+001	-6.13393E+001	-6.15265E+001	-6.08154E+001	-6.11647E+001	-6.08029E+001	-6.06844E+001	-6.10025E+001	-6.09963E+001	-6.07156E+001	-6.08590E+001
8.16000E-001	-6.10711E+001	-6.07343E+001	-6.06719E+001	-6.09464E+001	-6.08154E+001	-6.07592E+001	-6.09339E+001	-6.13144E+001	-6.13456E+001	-6.14703E+001	-6.08279E+001	-6.12146E+001	-6.07717E+001	-6.07093E+001	-6.09776E+001	-6.10275E+001	-6.07655E+001	-6.08216E+001
8.67000E-001	-6.10212E+001	-6.07218E+001	-6.07405E+001	-6.09838E+001	-6.08653E+001	-6.07904E+001	-6.09089E+001	-6.13019E+001	-6.13581E+001	-6.14017E+001	-6.08341E+001	-6.12582E+001	-6.07655E+001	-6.07405E+001	-6.09900E+001	-6.10150E+001	-6.08466E+001	-6.07655E+001
9.18000E-001	-6.10836E+001	-6.07156E+001	-6.07530E+001	-6.09776E+001	-6.08653E+001	-6.08341E+001	-6.09651E+001	-6.12832E+001	-6.14204E+001	-6.14017E+001	-6.07842E+001	-6.11772E+001	-6.07967E+001	-6.07655E+001	-6.09900E+001	-6.10025E+001	-6.08341E+001	-6.08091E+001
9.69000E-001	-6.10711E+001	-6.07967E+001	-6.07592E+001	-6.09963E+001	-6.08279E+001	-6.08154E+001	-6.09277E+001	-6.13081E+001	-6.13518E+001	-6.13581E+001	-6.07717E+001	-6.11896E+001	-6.07468E+001	-6.08154E+001	-6.10212E+001	-6.09713E+001	-6.08653E+001	-6.08528E+001
1.02000E+000	-6.10649E+001	-6.07156E+001	-6.08029E+001	-6.09776E+001	-6.08466E+001	-6.08466E+001	-6.09027E+001	-6.13081E+001	-6.13269E+001	-6.13019E+001	-6.08403E+001	-6.11896E+001	-6.07405E+001	-6.08528E+001	-6.09838E+001	-6.09152E+001	-6.08715E+001	-6.08029E+001
1.07100E+000	-6.10087E+001	-6.06969E+001	-6.08154E+001	-6.09401E+001	-6.08216E+001	-6.08778E+001	-6.08778E+001	-6.12271E+001	-6.13393E+001	-6.13331E+001	-6.08216E+001	-6.11273E+001	-6.07842E+001	-6.08528E+001	-6.09526E+001	-6.09651E+001	-6.09339E+001	-6.07530E+001
1.12200E+000	-6.10711E+001	-6.07156E+001	-6.08403E+001	-6.08840E+001	-6.08216E+001	-6.08840E+001	-6.09027E+001	-6.12395E+001	-6.13206E+001	-6.13581E+001	-6.08341E+001	-6.10524E+001	-6.08403E+001	-6.08528E+001	-6.09152E+001	-6.09776E+001	-6.08840E+001	-6.07717E+001
1.17300E+000	-6.10275E+001	-6.06906E+001	-6.07780E+001	-6.09401E+001	-6.08279E+001	-6.08840E+001	-6.08840E+001	-6.12395E+001	-6.13518E+001	-6.13331E+001	-6.08902E+001	-6.11148E+001	-6.08341E+001	-6.08154E+001	-6.09027E+001	-6.09214E+001	-6.08528E+001	-6.07405E+001
1.22400E+000	-6.09900E+001	-6.06532E+001	-6.07904E+001	-6.09464E+001	-6.08279E+001	-6.09214E+001	-6.08154E+001	-6.12395E+001	-6.13393E+001	-6.12832E+001	-6.09277E+001	-6.11273E+001	-6.07655E+001	-6.07405E+001	-6.09339E+001	-6.09089E+001	-6.07967E+001	-6.07405E+001
1.27500E+000	-6.10025E+001	-6.06719E+001	-6.08715E+001	-6.08653E+001	-6.08778E+001	-6.08902E+001	-6.08403E+001	-6.11959E+001	-6.13581E+001	-6.13892E+001	-6.09651E+001	-6.10961E+001	-6.08279E+001	-6.07281E+001	-6.08653E+001	-6.09776E+001	-6.08029E+001	-6.07842E+001
1.32600E+000	-6.11273E+001	-6.07343E+001	-6.07655E+001	-6.09027E+001	-6.08154E+001	-6.08653E+001	-6.08528E+001	-6.11896E+001	-6.14204E+001	-6.14953E+001	-6.08840E+001	-6.10961E+001	-6.08154E+001	-6.07842E+001	-6.08965E+001	-6.09963E+001	-6.07281E+001	-6.08590E+001
1.37700E+000	-6.10898E+001	-6.07093E+001	-6.07468E+001	-6.09588E+001	-6.08091E+001	-6.08216E+001	-6.08154E+001	-6.11522E+001	-6.13144E+001	-6.15140E+001	-6.08216E+001	-6.10961E+001	-6.07468E+001	-6.07405E+001	-6.09339E+001	-6.09588E+001	-6.07343E+001	-6.08091E+001
1.42800E+000	-6.10836E+001	-6.07405E+001	-6.08091E+001	-6.09152E+001	-6.08466E+001	-6.08154E+001	-6.08466E+001	-6.10836E+001	-6.12770E+001	-6.15514E+001	-6.08029E+001	-6.11647E+001	-6.07592E+001	-6.07592E+001	-6.08840E+001	-6.09339E+001	-6.07156E+001	-6.08279E+001
1.47900E+000	-6.11273E+001	-6.07717E+001	-6.07780E+001	-6.08653E+001	-6.07904E+001	-6.08528E+001	-6.08403E+001	-6.10711E+001	-6.13518E+001	-6.15265E+001	-6.07281E+001	-6.11085E+001	-6.07717E+001	-6.07780E+001	-6.08965E+001	-6.09152E+001	-6.07281E+001	-6.08528E+001
1.53000E+000	-6.11397E+001	-6.07967E+001	-6.07717E+001	-6.08528E+001	-6.07780E+001	-6.07967E+001	-6.08154E+001	-6.11023E+001	-6.13456E+001	-6.14828E+001	-6.06844E+001	-6.11148E+001	-6.07842E+001	-6.07842E+001	-6.09713E+001	-6.09339E+001	-6.07655E+001	-6.08590E+001
1.58100E+000	-6.10961E+001	-6.07218E+001	-6.07717E+001	-6.08965E+001	-6.08528E+001	-6.08341E+001	-6.07967E+001	-6.12021E+001	-6.13518E+001	-6.14267E+001	-6.07405E+001	-6.11709E+001	-6.08341E+001	-6.08216E+001	-6.10212E+001	-6.09027E+001	-6.08029E+001	-6.08590E+001
1.63200E+000	-6.10649E+001	-6.06844E+001	-6.07967E+001	-6.09277E+001	-6.08154E+001	-6.09089E+001	-6.07717E+001	-6.11709E+001	-6.13768E+001	-6.13892E+001	-6.07218E+001	-6.10774E+001	-6.08653E+001	-6.08403E+001	-6.09900E+001	-6.09277E+001	-6.07967E+001	-6.08590E+001
1.68300E+000	-6.10836E+001	-6.06969E+001	-6.07842E+001	-6.08965E+001	-6.08528E+001	-6.08840E+001	-6.07655E+001	-6.11896E+001	-6.13892E+001	-6.14142E+001	-6.06532E+001	-6.10150E+001	-6.08590E+001	-6.08466E+001	-6.09963E+001	-6.09339E+001	-6.07468E+001	-6.09214E+001
1.73400E+000	-6.10399E+001	-6.06470E+001	-6.06719E+001	-6.09713E+001	-6.08902E+001	-6.08341E+001	-6.07717E+001	-6.11834E+001	-6.13643E+001	-6.13456E+001	-6.07031E+001	-6.10586E+001	-6.08279E+001	-6.08590E+001	-6.09900E+001	-6.09152E+001	-6.07655E+001	-6.08902E+001
1.78500E+000	-6.09963E+001	-6.06345E+001	-6.06532E+001	-6.10275E+001	-6.09339E+001	-6.08466E+001	-6.07281E+001	-6.11834E+001	-6.13269E+001	-6.12707E+001	-6.07904E+001	-6.10649E+001	-6.07405E+001	-6.07904E+001	-6.09776E+001	-6.09152E+001	-6.07655E+001	-6.08528E+001
1.83600E+000	-6.10025E+001	-6.06594E+001	-6.06844E+001	-6.09900E+001	-6.09588E+001	-6.08528E+001	-6.07343E+001	-6.11896E+001	-6.13144E+001	-6.13144E+001	-6.08279E+001	-6.10649E+001	-6.06969E+001	-6.07842E+001	-6.09339E+001	-6.09339E+001	-6.07655E+001	-6.08778E+001
1.88700E+000	-6.10462E+001	-6.06906E+001	-6.06844E+001	-6.10087E+001	-6.09277E+001	-6.08653E+001	-6.08091E+001	-6.11647E+001	-6.13456E+001	-6.13581E+001	-6.07842E+001	-6.11023E+001	-6.07031E+001	-6.08029E+001	-6.09526E+001	-6.09526E+001	-6.07717E+001	-6.08715E+001
1.93800E+000	-6.10212E+001	-6.06844E+001	-6.06969E+001	-6.10337E+001	-6.09214E+001	-6.08902E+001	-6.08590E+001	-6.12645E+001	-6.13331E+001	-6.13081E+001	-6.08279E+001	-6.11273E+001	-6.06470E+001	-6.07904E+001	-6.09526E+001	-6.09526E+001	-6.07655E+001	-6.08154E+001
1.98900E+000	-6.09900E+001	-6.06657E+001	-6.07655E+001	-6.10150E+001	-6.09339E+001	-6.08341E+001	-6.08590E+001	-6.12707E+001	-6.13081E+001	-6.13393E+001	-6.08653E+001	-6.11460E+001	-6.06532E+001	-6.07780E+001	-6.09401E+001	-6.09214E+001	-6.07780E+001	-6.07967E+001
2.04000E+000	-6.10649E+001	-6.06969E+001	-6.07904E+001	-6.09651E+001	-6.08715E+001	-6.08154E+001	-6.09027E+001	-6.12520E+001	-6.13206E+001	-6.13892E+001	-6.08029E+001	-6.11210E+001	-6.07655E+001	-6.08216E+001	-6.09089E+001	-6.09526E+001	-6.07218E+001	-6.08653E+001
2.09100E+000	-6.11085E+001	-6.07218E+001	-6.07468E+001	-6.09588E+001	-6.08341E+001	-6.07967E+001	-6.08965E+001	-6.12770E+001	-6.13456E+001	-6.13518E+001	-6.07218E+001	-6.11023E+001	-6.07592E+001	-6.08528E+001	-6.09214E+001	-6.09651E+001	-6.07218E+001	-6.09214E+001
2.14200E+000	-6.10774E+001	-6.06969E+001	-6.08154E+001	-6.10087E+001	-6.08715E+001	-6.07655E+001	-6.08840E+001	-6.12645E+001	-6.13206E+001	-6.13705E+001	-6.07156E+001	-6.11273E+001	-6.07655E+001	-6.08840E+001	-6.08902E+001	-6.09214E+001	-6.07967E+001	-6.08590E+001
2.19300E+000	-6.10836E+001	-6.06969E+001	-6.08528E+001	-6.09838E+001	-6.08590E+001	-6.08154E+001	-6.08840E+001	-6.12208E+001	-6.13019E+001	-6.14454E+001	-6.07031E+001	-6.11148E+001	-6.08154E+001	-6.08403E+001	-6.08341E+001	-6.09214E+001	-6.07904E+001	-6.08715E+001
2.24400E+000	-6.11085E+001	-6.07904E+001	-6.08029E+001	-6.09651E+001	-6.08341E+001	-6.08466E+001	-6.09027E+001	-6.12021E+001	-6.13393E+001	-6.15015E+001	-6.06594E+001	-6.10898E+001	-6.08590E+001	-6.08466E+001	-6.08902E+001	-6.09401E+001	-6.07717E+001	-6.09277E+001
2.29500E+000	-6.10462E+001	-6.08029E+001	-6.07281E+001	-6.09900E+001	-6.08154E+001	-6.08466E+001	-6.08840E+001	-6.12208E+001	-6.13269E+001	-6.14766E+001	-6.06594E+001	-6.11023E+001	-6.08279E+001	-6.08528E+001	-6.09214E+001	-6.08840E+001	-6.08341E+001	-6.09027E+001
2.34600E+000	-6.09900E+001	-6.07156E+001	-6.07468E+001	-6.09713E+001	-6.08341E+001	-6.08590E+001	-6.08403E+001	-6.12894E+001	-6.13206E+001	-6.14391E+001	-6.07343E+001	-6.11647E+001	-6.07967E+001	-6.08091E+001	-6.09339E+001	-6.08341E+001	-6.08403E+001	-6.08154E+001
2.39700E+000	-6.09900E+001	-6.07405E+001	-6.07343E+001	-6.09339E+001	-6.08403E+001	-6.09027E+001	-6.08216E+001	-6.12770E+001	-6.13456E+001	-6.14579E+001	-6.07655E+001	-6.11397E+001	-6.08029E+001	-6.07405E+001	-6.09526E+001	-6.09214E+001	-6.08528E+001	-6.08279E+001
2.44800E+000	-6.10150E+001	-6.07842E+001	-6.07405E+001	-6.09089E+001	-6.08528E+001	-6.08840E+001	-6.08403E+001	-6.12582E+001	-6.14080E+001	-6.14579E+001	-6.07717E+001	-6.11397E+001	-6.08091E+001	-6.07592E+001	-6.10337E+001	-6.09776E+001	-6.08653E+001	-6.08466E+001
